status,loan_amount,annual_income,purpose,home_ownership
Charged Off,5000,54000,credit_card,RENT
Charged Off,14825,42000,debt_consolidation,RENT
Charged Off,18400,45000,debt_consolidation,RENT
Charged Off,18000,43000,debt_consolidation,MORTGAGE
Charged Off,6000,50400,major_purchase,MORTGAGE
Charged Off,5000,50000,credit_card,RENT
Charged Off,29700,70000,home_improvement,RENT
Charged Off,23850,48000,home_improvement,RENT
Charged Off,19475,100000,debt_consolidation,RENT
Charged Off,8000,27800,debt_consolidation,RENT
Charged Off,14000,55000,debt_consolidation,MORTGAGE
Charged Off,20000,80000,debt_consolidation,MORTGAGE
Charged Off,15000,50000,other,MORTGAGE
Charged Off,11500,41000,debt_consolidation,MORTGAGE
Charged Off,32175,64800,debt_consolidation,MORTGAGE
Charged Off,20000,58000,major_purchase,MORTGAGE
Charged Off,12800,75000,debt_consolidation,OWN
Charged Off,8725,18000,major_purchase,RENT
Charged Off,15000,60000,debt_consolidation,MORTGAGE
Charged Off,6000,41000,debt_consolidation,RENT
Charged Off,20000,70000,debt_consolidation,RENT
Charged Off,19750,40000,debt_consolidation,RENT
Charged Off,6575,52000,other,MORTGAGE
Charged Off,3000,50000,medical,RENT
Charged Off,5000,56055,debt_consolidation,RENT
Charged Off,4500,33800,major_purchase,MORTGAGE
Charged Off,12000,95000,debt_consolidation,MORTGAGE
Charged Off,6000,45700,major_purchase,MORTGAGE
Charged Off,14000,55000,home_improvement,OWN
Charged Off,10000,85000,other,MORTGAGE
Charged Off,25000,103000,debt_consolidation,MORTGAGE
Charged Off,14400,178000,debt_consolidation,MORTGAGE
Charged Off,20000,150000,debt_consolidation,RENT
Charged Off,27300,56000,debt_consolidation,RENT
Charged Off,4000,25000,other,MORTGAGE
Charged Off,21000,100000,debt_consolidation,MORTGAGE
Charged Off,4300,15000,debt_consolidation,RENT
Charged Off,5500,41500,debt_consolidation,RENT
Charged Off,20000,73500,debt_consolidation,RENT
Charged Off,6450,26000,small_business,RENT
Charged Off,18000,85000,debt_consolidation,MORTGAGE
Charged Off,20000,50000,debt_consolidation,RENT
Charged Off,6000,32600,home_improvement,MORTGAGE
Charged Off,16000,50000,other,RENT
Charged Off,29100,140000,debt_consolidation,RENT
Charged Off,6000,40000,debt_consolidation,RENT
Charged Off,25000,50900,debt_consolidation,OWN
Charged Off,22000,59250,debt_consolidation,RENT
Charged Off,35000,75000,debt_consolidation,MORTGAGE
Charged Off,3000,56000,home_improvement,MORTGAGE
Charged Off,20000,54800,debt_consolidation,RENT
Charged Off,5000,14150,other,RENT
Charged Off,7200,30000,home_improvement,RENT
Charged Off,28000,75000,debt_consolidation,MORTGAGE
Charged Off,13350,50000,home_improvement,MORTGAGE
Charged Off,35000,300000,other,MORTGAGE
Charged Off,7000,40000,other,MORTGAGE
Charged Off,25475,52000,debt_consolidation,MORTGAGE
Charged Off,29700,60000,debt_consolidation,RENT
Charged Off,20500,41000,debt_consolidation,OWN
Charged Off,18000,45000,debt_consolidation,RENT
Charged Off,19425,50000,debt_consolidation,MORTGAGE
Charged Off,16000,60000,debt_consolidation,MORTGAGE
Charged Off,19200,50000,credit_card,MORTGAGE
Charged Off,14000,84000,debt_consolidation,MORTGAGE
Charged Off,25000,60000,credit_card,RENT
Default,12000,90000,credit_card,MORTGAGE
Charged Off,17600,50000,debt_consolidation,RENT
Charged Off,15000,55000,debt_consolidation,MORTGAGE
Charged Off,25475,51000,debt_consolidation,MORTGAGE
Charged Off,5000,87000,other,MORTGAGE
Charged Off,23950,52000,home_improvement,MORTGAGE
Charged Off,9400,47000,other,RENT
Charged Off,15000,50000,debt_consolidation,RENT
Charged Off,24000,55000,debt_consolidation,MORTGAGE
Charged Off,19075,39000,debt_consolidation,RENT
Charged Off,15000,40000,debt_consolidation,RENT
Charged Off,4500,56000,debt_consolidation,MORTGAGE
Charged Off,35000,81600,small_business,MORTGAGE
Charged Off,19200,42000,debt_consolidation,MORTGAGE
Charged Off,13500,40000,debt_consolidation,RENT
Charged Off,9000,48000,debt_consolidation,MORTGAGE
Charged Off,10000,30600,debt_consolidation,RENT
Charged Off,13425,27000,debt_consolidation,MORTGAGE
Charged Off,6400,29000,debt_consolidation,OWN
Charged Off,14400,75000,small_business,MORTGAGE
Charged Off,10000,35000,debt_consolidation,RENT
Charged Off,12000,71000,other,MORTGAGE
Charged Off,9550,48000,debt_consolidation,MORTGAGE
Charged Off,8000,55000,other,RENT
Charged Off,32000,75000,debt_consolidation,RENT
Charged Off,22250,44548,debt_consolidation,MORTGAGE
Charged Off,15000,85000,small_business,OWN
Charged Off,20000,52000,debt_consolidation,RENT
Charged Off,35000,120000,debt_consolidation,MORTGAGE
Charged Off,15000,45000,credit_card,RENT
Charged Off,18725,68200,debt_consolidation,MORTGAGE
Charged Off,10000,45000,credit_card,RENT
Charged Off,17625,36000,debt_consolidation,RENT
Charged Off,14300,60000,credit_card,MORTGAGE
Charged Off,35000,75000,small_business,RENT
Charged Off,24000,90000,debt_consolidation,MORTGAGE
Charged Off,10000,32000,debt_consolidation,RENT
Charged Off,20000,80000,medical,MORTGAGE
Charged Off,25475,79960,home_improvement,MORTGAGE
Charged Off,16000,55000,other,RENT
Charged Off,20000,75000,debt_consolidation,RENT
Charged Off,8000,60000,other,OWN
Charged Off,10000,92000,medical,MORTGAGE
Charged Off,18600,38000,debt_consolidation,RENT
Charged Off,15000,101000,debt_consolidation,RENT
Charged Off,29000,140000,debt_consolidation,RENT
Charged Off,1200,27000,debt_consolidation,MORTGAGE
Charged Off,14000,30000,debt_consolidation,RENT
Charged Off,15000,80000,debt_consolidation,RENT
Charged Off,25025,51000,small_business,OWN
Charged Off,13475,61000,debt_consolidation,MORTGAGE
Charged Off,10400,31500,debt_consolidation,RENT
Charged Off,16800,120000,home_improvement,MORTGAGE
Charged Off,12000,61000,credit_card,RENT
Charged Off,16000,110000,debt_consolidation,MORTGAGE
Charged Off,1500,43000,other,RENT
Charged Off,6000,46260,major_purchase,OWN
Charged Off,8800,40000,credit_card,RENT
Charged Off,28000,93060,debt_consolidation,RENT
Charged Off,20000,40000,small_business,OWN
Charged Off,22100,55000,debt_consolidation,MORTGAGE
Charged Off,10750,21996,home_improvement,OWN
Charged Off,14500,75000,debt_consolidation,MORTGAGE
Charged Off,4000,28800,debt_consolidation,RENT
Charged Off,35000,168000,home_improvement,MORTGAGE
Charged Off,8875,18000,debt_consolidation,RENT
Charged Off,11400,29000,debt_consolidation,RENT
Charged Off,18000,90000,small_business,MORTGAGE
Charged Off,8000,28000,home_improvement,MORTGAGE
Charged Off,5000,65000,home_improvement,MORTGAGE
Charged Off,30000,60000,credit_card,MORTGAGE
Charged Off,10000,91000,home_improvement,MORTGAGE
Charged Off,25000,75641,debt_consolidation,MORTGAGE
Charged Off,15000,68000,debt_consolidation,MORTGAGE
Charged Off,8000,88000,debt_consolidation,MORTGAGE
Charged Off,30000,150000,home_improvement,MORTGAGE
Charged Off,11250,52000,debt_consolidation,MORTGAGE
Charged Off,10000,51000,credit_card,RENT
Charged Off,4800,81000,credit_card,MORTGAGE
Charged Off,15750,34000,small_business,RENT
Charged Off,4000,75000,small_business,RENT
Charged Off,9175,85000,credit_card,MORTGAGE
Charged Off,8000,33500,other,RENT
Charged Off,16000,63000,small_business,MORTGAGE
Charged Off,28000,140000,major_purchase,MORTGAGE
Charged Off,10000,27000,credit_card,RENT
Charged Off,3500,30000,home_improvement,MORTGAGE
Charged Off,5500,41000,debt_consolidation,MORTGAGE
Charged Off,11500,80000,debt_consolidation,RENT
Charged Off,3000,25000,major_purchase,RENT
Charged Off,26500,53000,other,RENT
Charged Off,2000,100000,other,MORTGAGE
Charged Off,12000,84450,credit_card,MORTGAGE
Charged Off,9600,93000,other,RENT
Charged Off,10000,60000,debt_consolidation,RENT
Charged Off,2300,30000,debt_consolidation,RENT
Charged Off,12000,60000,debt_consolidation,RENT
Charged Off,17800,45000,debt_consolidation,MORTGAGE
Charged Off,14825,30300,debt_consolidation,RENT
Charged Off,10000,30000,debt_consolidation,RENT
Charged Off,6000,65000,debt_consolidation,RENT
Charged Off,2400,40000,major_purchase,RENT
Charged Off,26400,126000,small_business,MORTGAGE
Charged Off,20375,68000,debt_consolidation,MORTGAGE
Charged Off,30000,250000,debt_consolidation,MORTGAGE
Charged Off,34000,88000,debt_consolidation,MORTGAGE
Charged Off,8000,76200,debt_consolidation,RENT
Charged Off,16000,53000,debt_consolidation,MORTGAGE
Charged Off,26575,85000,debt_consolidation,MORTGAGE
Charged Off,20000,60000,credit_card,MORTGAGE
Charged Off,5700,36500,credit_card,RENT
Charged Off,10000,85500,debt_consolidation,RENT
Charged Off,2000,62000,other,OWN
Charged Off,25000,72000,other,MORTGAGE
Charged Off,4000,45000,credit_card,RENT
Charged Off,19200,59400,home_improvement,MORTGAGE
Charged Off,35000,105000,home_improvement,MORTGAGE
Charged Off,18000,152000,credit_card,MORTGAGE
Charged Off,10000,50000,debt_consolidation,RENT
Charged Off,9500,20000,debt_consolidation,RENT
Charged Off,10000,165000,small_business,MORTGAGE
Charged Off,1500,18564,other,RENT
Charged Off,32000,75000,small_business,RENT
Charged Off,28000,63000,home_improvement,MORTGAGE
Charged Off,12000,40000,debt_consolidation,RENT
Charged Off,4000,55000,other,RENT
Charged Off,5600,45000,credit_card,RENT
Charged Off,35000,116000,debt_consolidation,MORTGAGE
Charged Off,5000,26000,home_improvement,RENT
Charged Off,2700,44000,other,RENT
Charged Off,16800,131000,major_purchase,RENT
Charged Off,16000,49044,debt_consolidation,OWN
Charged Off,3000,80000,medical,RENT
Charged Off,4200,36800,other,OWN
Charged Off,16000,48000,debt_consolidation,RENT
Charged Off,12875,60000,debt_consolidation,MORTGAGE
Charged Off,24925,49900,small_business,MORTGAGE
Charged Off,25000,53000,debt_consolidation,RENT
Charged Off,11200,58000,debt_consolidation,RENT
Charged Off,1200,65000,other,MORTGAGE
Charged Off,9600,75000,other,RENT
Charged Off,16000,90000,debt_consolidation,MORTGAGE
Charged Off,10000,35000,debt_consolidation,RENT
Charged Off,15175,40000,debt_consolidation,RENT
Charged Off,2500,58000,other,RENT
Charged Off,30000,105000,debt_consolidation,MORTGAGE
Charged Off,32875,93000,debt_consolidation,MORTGAGE
Charged Off,3500,35000,debt_consolidation,RENT
Charged Off,10000,240000,home_improvement,MORTGAGE
Charged Off,35000,125000,debt_consolidation,MORTGAGE
Charged Off,8000,42000,home_improvement,MORTGAGE
Charged Off,9000,31000,credit_card,MORTGAGE
Charged Off,4800,132375,other,RENT
Charged Off,15500,31000,other,RENT
Charged Off,14000,72000,credit_card,MORTGAGE
Charged Off,13650,85000,debt_consolidation,MORTGAGE
Charged Off,9600,52000,debt_consolidation,OWN
Charged Off,4000,98000,debt_consolidation,MORTGAGE
Charged Off,2100,53245,debt_consolidation,RENT
Charged Off,4000,42000,debt_consolidation,RENT
Charged Off,8400,38400,other,RENT
Charged Off,7500,50000,other,OWN
Charged Off,8400,28000,credit_card,OWN
Charged Off,8400,49700,debt_consolidation,RENT
Charged Off,3000,48000,other,RENT
Charged Off,5000,80000,other,MORTGAGE
Charged Off,22000,80000,credit_card,RENT
Charged Off,10000,68000,debt_consolidation,OWN
Charged Off,5000,20000,debt_consolidation,OWN
Charged Off,16750,70000,debt_consolidation,MORTGAGE
Charged Off,5000,50000,home_improvement,MORTGAGE
Charged Off,20950,52000,debt_consolidation,MORTGAGE
Charged Off,9600,80000,home_improvement,MORTGAGE
Charged Off,8000,26000,credit_card,RENT
Charged Off,20000,120000,debt_consolidation,MORTGAGE
Charged Off,13600,36096,debt_consolidation,RENT
Charged Off,17475,35000,small_business,OWN
Charged Off,7000,26500,debt_consolidation,MORTGAGE
Charged Off,13000,60000,other,MORTGAGE
Charged Off,5000,65000,debt_consolidation,RENT
Default,1800,20000,major_purchase,OWN
Charged Off,6500,61000,small_business,RENT
Charged Off,12000,26880,debt_consolidation,RENT
Charged Off,14675,67600,small_business,MORTGAGE
Charged Off,35000,155000,credit_card,MORTGAGE
Charged Off,10000,90000,debt_consolidation,RENT
Charged Off,3000,46000,other,RENT
Charged Off,11100,23000,small_business,OWN
Charged Off,13250,35000,small_business,RENT
Charged Off,9200,59800,small_business,RENT
Default,32000,132000,debt_consolidation,MORTGAGE
Charged Off,10000,91000,medical,MORTGAGE
Charged Off,1500,41000,other,MORTGAGE
Charged Off,8000,68000,other,OWN
Charged Off,14700,68975,debt_consolidation,MORTGAGE
Charged Off,4000,38000,debt_consolidation,MORTGAGE
Charged Off,3500,45000,small_business,RENT
Charged Off,8000,60000,other,RENT
Charged Off,13600,35000,debt_consolidation,RENT
Charged Off,6000,38000,debt_consolidation,RENT
Charged Off,8000,35000,debt_consolidation,RENT
Charged Off,7550,28000,small_business,MORTGAGE
Charged Off,18825,87124,debt_consolidation,MORTGAGE
Charged Off,8400,33000,major_purchase,RENT
Charged Off,20000,110000,debt_consolidation,MORTGAGE
Charged Off,12000,74000,debt_consolidation,MORTGAGE
Charged Off,20400,70000,home_improvement,RENT
Charged Off,17000,99000,debt_consolidation,RENT
Charged Off,2100,24000,debt_consolidation,OWN
Charged Off,10000,30000,debt_consolidation,RENT
Charged Off,8000,80000,debt_consolidation,RENT
Charged Off,12700,32000,home_improvement,RENT
Charged Off,27050,55000,debt_consolidation,MORTGAGE
Charged Off,32000,120000,other,RENT
Charged Off,12000,75000,debt_consolidation,MORTGAGE
Charged Off,10800,38000,debt_consolidation,RENT
Charged Off,30000,72000,debt_consolidation,MORTGAGE
Charged Off,6000,38000,debt_consolidation,RENT
Charged Off,14000,60000,small_business,MORTGAGE
Charged Off,20000,90000,debt_consolidation,MORTGAGE
Charged Off,35000,120000,small_business,OWN
Charged Off,30000,66000,small_business,MORTGAGE
Charged Off,22400,56000,debt_consolidation,RENT
Charged Off,15000,40000,small_business,RENT
Charged Off,3900,35000,credit_card,RENT
Charged Off,10000,32000,debt_consolidation,MORTGAGE
Charged Off,9000,74000,medical,MORTGAGE
Charged Off,23750,60000,debt_consolidation,RENT
Charged Off,20000,65000,debt_consolidation,MORTGAGE
Charged Off,28800,108000,debt_consolidation,RENT
Charged Off,14000,50000,debt_consolidation,RENT
Charged Off,11000,78000,debt_consolidation,MORTGAGE
Charged Off,35000,78000,debt_consolidation,RENT
Charged Off,7500,53000,debt_consolidation,RENT
Charged Off,8000,32000,other,MORTGAGE
Charged Off,16000,37000,debt_consolidation,RENT
Charged Off,10000,38000,debt_consolidation,RENT
Charged Off,12000,31000,debt_consolidation,RENT
Charged Off,35000,85605,debt_consolidation,RENT
Charged Off,6575,17600,debt_consolidation,RENT
Charged Off,14000,38000,credit_card,RENT
Charged Off,13675,55000,credit_card,RENT
Charged Off,20000,100000,home_improvement,MORTGAGE
Charged Off,2000,50389,other,RENT
Charged Off,23000,114000,credit_card,RENT
Charged Off,7000,70000,medical,MORTGAGE
Charged Off,25000,75000,debt_consolidation,RENT
Charged Off,8400,25000,debt_consolidation,RENT
Charged Off,6450,61800,debt_consolidation,MORTGAGE
Charged Off,11700,24000,other,RENT
Charged Off,1500,65000,major_purchase,MORTGAGE
Charged Off,24925,50000,debt_consolidation,MORTGAGE
Charged Off,4000,30000,other,RENT
Charged Off,28200,85000,debt_consolidation,MORTGAGE
Charged Off,21000,150000,debt_consolidation,MORTGAGE
Charged Off,22000,45000,debt_consolidation,RENT
Charged Off,7000,65950,home_improvement,MORTGAGE
Charged Off,7000,120000,home_improvement,MORTGAGE
Charged Off,10500,55000,credit_card,OWN
Charged Off,30550,150000,small_business,MORTGAGE
Charged Off,8500,60000,other,MORTGAGE
Charged Off,21000,44000,debt_consolidation,MORTGAGE
Charged Off,19600,40000,other,RENT
Charged Off,10000,60000,debt_consolidation,MORTGAGE
Charged Off,10000,89160,credit_card,RENT
Charged Off,6000,81900,credit_card,MORTGAGE
Charged Off,9450,19000,debt_consolidation,OWN
Charged Off,16000,48320,major_purchase,MORTGAGE
Charged Off,19000,38000,other,MORTGAGE
Charged Off,10000,210000,small_business,MORTGAGE
Charged Off,20125,41000,major_purchase,OWN
Default,6800,40400,debt_consolidation,MORTGAGE
Charged Off,35000,141000,debt_consolidation,MORTGAGE
Charged Off,8100,38000,major_purchase,OWN
Charged Off,16000,78000,credit_card,RENT
Charged Off,5000,30000,other,RENT
Charged Off,12000,45000,debt_consolidation,RENT
Charged Off,15000,40000,debt_consolidation,MORTGAGE
Charged Off,5000,52000,major_purchase,MORTGAGE
Charged Off,9100,46800,debt_consolidation,RENT
Charged Off,11850,30000,debt_consolidation,RENT
Charged Off,16800,55000,credit_card,RENT
Charged Off,10000,48400,small_business,RENT
Charged Off,27050,55000,debt_consolidation,MORTGAGE
Charged Off,10000,40000,debt_consolidation,MORTGAGE
Charged Off,22750,46000,debt_consolidation,RENT
Charged Off,13750,28000,debt_consolidation,MORTGAGE
Charged Off,16800,55000,home_improvement,MORTGAGE
Charged Off,6000,45000,debt_consolidation,RENT
Charged Off,8000,55000,debt_consolidation,RENT
Charged Off,17000,130000,debt_consolidation,MORTGAGE
Charged Off,15000,56000,major_purchase,RENT
Charged Off,35000,95000,other,RENT
Charged Off,9000,70000,credit_card,RENT
Charged Off,18250,55000,debt_consolidation,MORTGAGE
Charged Off,9950,36000,debt_consolidation,MORTGAGE
Charged Off,20000,42000,debt_consolidation,RENT
Charged Off,13000,44000,credit_card,RENT
Charged Off,12000,32500,debt_consolidation,OWN
Charged Off,20000,95700,debt_consolidation,RENT
Charged Off,13000,31000,credit_card,RENT
Charged Off,9900,57500,debt_consolidation,MORTGAGE
Charged Off,15000,55000,credit_card,RENT
Charged Off,8875,36000,debt_consolidation,MORTGAGE
Charged Off,18000,108622,credit_card,RENT
Charged Off,5000,45000,medical,RENT
Charged Off,10000,35000,debt_consolidation,RENT
Charged Off,10000,36000,debt_consolidation,RENT
Charged Off,10500,33800,major_purchase,MORTGAGE
Charged Off,10000,52000,credit_card,RENT
Charged Off,2550,46000,major_purchase,RENT
Charged Off,28000,102000,debt_consolidation,MORTGAGE
Charged Off,15000,45000,debt_consolidation,MORTGAGE
Charged Off,18000,130000,debt_consolidation,MORTGAGE
Charged Off,7350,65000,home_improvement,MORTGAGE
Charged Off,20000,105000,debt_consolidation,MORTGAGE
Charged Off,3600,48000,debt_consolidation,RENT
Charged Off,20000,53000,debt_consolidation,RENT
Charged Off,21600,158000,debt_consolidation,MORTGAGE
Charged Off,16000,80000,credit_card,MORTGAGE
Charged Off,14000,30500,debt_consolidation,RENT
Charged Off,26100,160000,debt_consolidation,MORTGAGE
Charged Off,10800,61000,debt_consolidation,MORTGAGE
Charged Off,6000,21568,credit_card,RENT
Charged Off,25000,115000,debt_consolidation,MORTGAGE
Charged Off,4800,32000,other,MORTGAGE
Charged Off,6000,75000,debt_consolidation,RENT
Charged Off,3500,65000,debt_consolidation,MORTGAGE
Charged Off,20000,85000,debt_consolidation,MORTGAGE
